codigo_barras,descricao,marca,grupo,quantidade,acucaresAdicionadosG,acucaresG,calcioMg,carboidratoG,cobreMg,colesterolMg,energiaKcal,energiaKj,ferroMg,fibraG,fosforoMg,gordurasMonoinsaturadasG,gordurasPoliinsaturadasG,gordurasSaturadasG,gordurasTransG,lipideosG,magnesioMg,manganesMg,niacinaMg,piridoxinaMg,potassioMg,proteinaG,retinolMcg,riboflavinaMg,sodioMg,tiaminaMg,vitaminaCMg,zincoMg
7897076021403,Leite condensado semidesnatado,Campos do Jordão,Leites condensados,395g,44,46,352.5753,60,0.0228,11.6146,302,1344,0.1117,0,283.7396,,,1.3,,1.9,33.0909,0.0164,0.2672,0.1111,454.9557,11,85.0383,0.5685,175,0.084,1.9172,1.2476
7897076023391,Leite condensado,,,,,46,,60,,,300,1289.5,,,,,,1.5,,2,,,,,,11.5,,,175,,,
7897076024954,Mini kibe,,,,,1.7,,60,,,340,1479.9,,6,,,,2.2,,4.7,,,,,,14,,,571,,,
7897076027122,Pão de queijo,,,,,1.2,,16,,,135,,,,,,,3.6,,,,,,,,2.5,,,284,,,
7897076027139,Pão de queijo recheado com goiabada,Daki,,,,13,,37,,,243,1047.8,,2.5,,,,3.2,,7.7,,,,,,6.7,,,145.6693,,,
7897076027146,Pao de queijo recheado com requeijão,Daki,,,,5.3,,26,,,288,1210.4,,,,,,9.2,,17,,,,,,8.2,,,19.685,,,
7897076027375,Tapioca - La Vaquita,LaVaquita,,400 g,,,,80,,,330,1372.5,,0.5,,,,,,0,,,,,,0.5,,,2.5,,,
7897076027559,Mandioca modelada palito - Maricota - Maricota,,,,,,,20,,,103,,,1.7,,,,,,,,,,,,3.1,,,,,,
7897077804807,Chocolate Em Po Melken 50% Cacau 200g Harald,Melken,Cacau e chocolate em pó,200g,10,10,,13,,,72,328.1,,3.2,,,,0.7,,1.1,,,,,,2.4,,,38,,,
7897077808294,Cocoa,Melken,,,0,0,,26,,,310,1496,,32,,,,7,,11,,,,,,23,,,380,,,
7897077808300,Chocolate em pó 50% cacau,Harald,Cacau e chocolate em pó,200g,50,50,,63,,,359,1503,,16,,,,3.4,0,5.7,,,,,,12,,,189,,,
7897077820616,HARALD Chocolate em Pó Melken 50% Cacau,Harald,Groceries,200g,2.5,5,133.0923,9,3.7051,0,20,90,46.0769,3,655.5,,,2.5,,4,475.0413,3.8952,1.0925,0.0047,3705.3375,3,0,0.1145,0,0.0722,0.2375,6.0805
7897077835610,MELKEN Chocolate Melken ao Leite em Gotas,Melken,Milk chocolates,2kg,55.1758,2,,14,,,133,534,,0,,,,4.3,,8,,,,,,0,,,0,,,
7897077836556,Unique Amazônia 70% Cacau,"Harald,Unique",en:Extra fine dark chocolates,400 g / 14.11 oz,18.75,,,38,,,556,2316,,9.6,,,,25.2,0,40,,,,,,8.4,,,0,,,
7897077836570,HARALD Chocolate Unique Bahia 63% Cacau em Gotas,Harald,Dark chocolates,2kg,3.5,7,,9,,,140,585,,3,,,,6.5,,11,,,,,,2.5,,,0,,,
7897077836594,Chocolate Unique Branco 35% Cacau,Harald,,4 oz,,,,13,,,145,601.4,,,,,,6,,9.5,,,,,,1.7,,,25,,,
7897077836846,Chocolate Branco Confeiteiro,Harald,,,,68,,68,,,548,2286.4,,0,,,,29.2,,30,,,,,,1.2,,,24,,,
7897077836860,Chocolate meio amargo,,,,,,,,,,134,,,,,,,,,7.8,,,,,,,,,,,,
7897077837164,Chocolate Ao Leite Melken,Harald,,,45,55,,56,,,534,2226.5,,,,,,,,31,,,,,,7.5,,,88,,,
7897077837218,Chocolate 70% Cacau,Melken,,,,27,,37,,,524,2272,,13,,,,23,,37,,,,,,10,,,7,,,
7897077837225,TOP Cobertura Meio Amargo,"Harald,TOP",en:Pastry helpers,1.010 kg / 2.23 lb,58.3333,52.39,,54.81,,1.28,545,2271.84,,,,0.6,0.13,31.93,0.29,34.27,,,,,,4.24,,,6.78,,,
7897077837232,Top Cobertura ao Leite,Harald,,1.010 kg,,,,60,,,544,2291.2,,2.4,,,,30,,32,,,,,,4,,,44,,,
7897077837256,Cobertura De Chocolate Blend Fracionada,Harald Top,,,,,,58,,,555,2324,,3.2,,,,,,34,,,,,,3.2,,,20,,,
7897077837270,Cobertura chocolate branco,,,,,64,,64,,,572,2431.2,,,,,,33.2,,35.2,,,,,,2.4,,,10,,,
7897077837324,HARALD Cobertura TOP em Barra (Blend),Harald,Chocolates,1kg,55.1758,55,,58,,,550,2300,,3,,,,20,,32,,,,,,5,,,80,,,
7897077837362,"Gotas Top Chipshow Ao Leite - 1,010kg Harald",Harald,en:confectioneries,"1,010kg",58.3333,0,,68,,,528,2258.8,,2.4,,,,26,,28,,,,,,2.8,,,10,,,
7897077837454,Chocolate ao leite zero açúcar,Melken,,,,,,41,,,534,2243,,3,,,,23,,37,,,,,,9,,,,,,
7897077837560,Chocolate em pó melken 70%,,,,,6,,9.6,,,68,312,,4.4,,,,1,,1.6,,,,,,3.2,,,53,,,
7897077838147,Granulado 70% cacau melken,,,,,7.3,,9.8,,,128,558.7,,3,,,,5.5,,8.8,,,,,,2.5,,,,,,
7897077838383,50% cacau melken,,,,,50,,65,,,360,1640.5,,16,,,,3.5,,5.5,,,,,,12,,,,,,
7897078011051,Miel De Eucalipto,Prodapys,,,,75,,81,,,325,1377,,,,,,,,0,,,,,,0,,,,,,
7897104571689,100% wheyprime,,,,,,,5.1,,,115,488.7,,1,,,,,,1,,,,,,21,,,,,,
7897104902445,Maltodextrina - Guaraná com açaí,Bodyaction Sports Nutrition,,,,3,,48,,,192,,,,,,,,,,,,,,,,,,,,,
7897104904173,Maltodextrina - Morango,Bodyaction Sports Nutrition,,,,6,,96,,,384,,,,,,,,,,,,,,,,,,,,,
7897104905200,Hardmass,,,,,5.625,,82.5,,,380.625,1626.125,,,,,,0.25,,0.875,,,,,,11.25,,,95,,,
7897104907259,Isolante definition,,,,,,,6.3333,,,12.8889,,,0.6667,,,,,,,,,,,,90,,,176.6667,,,
7897104907266,Isolate Definition Morango Body Action - 900g,Body Action,suplemento alimentar,900g,0,0,,6.3333,,,386.6667,1620,,0.6667,,,,0,,0,,,,,,92,,,0,,,
7897104908379,Whey muscle hammer,,,,,,,10,,,154,677.3,,0.3,,,,0.3,,1.7,,,,,,26,,,,,,
7897104909925,Isolate definition 100% protein isolate,,,,,,,1.9,,,116,,,0.2,,,,,,,,,,,,27,,,102,,,
7897104910129,Whey isolado - body action,,,,,,,17,,,383.3333,1627,,,,,,,,4,,,,,,70,,,,,,
7897104910242,Energel Black Frutas Vermelhas,Body Action,,,,,,63.3333,,,253.3333,1133.3333,,,,,,,,0,,,,,90,3.3333,,,36.6667,,46.6667,
7897104910266,Energel black,Bodyaction,,,,12,,63,,,253,,,,,,,,,,,,,,,3,,,,,,
7897104920005,3whey top taste,,,,,,,10,,,390,1622.5,,,,,,0.5,,2.5,,,,,,80,,,495,,,
7897104921552,Whey Protein,Bodyaction,,,,,,1.5,,,106,,,,,,,,,,,,,,,25,,,,,,
